CUSIP,MASTER_DEAL_NO,NINAMES,PRINCIPALAMOUNT,EXCHANGE,INDUSTRY,MKTVALUEPF,industry_code,year,fees,offer_price
35952H,3589409022,FuelCell Energy Inc,75,Nasdaq,Manufacturing,75,3,2024,,
62921N,3589449022,NGM Biopharmaceuticals Inc,150,Nasdaq,Pers/Bus/Rep Svc,150,8,2024,,
35138V,3589658002,Fox Factory Holding Corp,182.4,Nasdaq,Manufacturing,3146.1,3,2024,5.25,76
92911N,3589688002,XpresSpa Group Inc,40,Nasdaq,Pers/Bus/Rep Svc,137.7,7,2024,,5.253
92911N,3589688022,XpresSpa Group Inc,40,Nasdaq,Pers/Bus/Rep Svc,49,7,2024,,
68752L,3589737002,Orthopediatrics Corp,75.2,Nasdaq,Manufacturing,868.7,3,2024,6,47
912909,3589746002,United States Steel Corp,429,New York,Manufacturing,1890.8,3,2024,4.341,8.58
46583P,3589769002,IVERIC bio Inc,100.596,Nasdaq,Pers/Bus/Rep Svc,327.3,8,2024,6,4.1
50077B,3589779002,Kratos Defense & Security Soln,219.375,Nasdaq,Manufacturing,1957.8,3,2024,4.75,16.25
92936U,3589811002,WP Carey Inc,332.5,New York,REIT,12452.3,6,2024,,70
52187K,3590001002,Leap Therapeutics Inc,40.5,Nasdaq,Pers/Bus/Rep Svc,118.8,8,2024,6,2
74837P,3590014002,QuickLogic Corp,8.75,Nasdaq,Manufacturing,38.6,3,2024,7,3.5
14888D,3590032002,Catalyst Biosciences Inc,30,Nasdaq,Manufacturing,143.2,2,2024,6,6.5
45817G,3590475002,Intellicheck Inc,10,Nasdaq,Pers/Bus/Rep Svc,117.1,7,2024,6,6.5
19247L,3590503022,Cohen & Steers Quality Income,489.905,New York,Investment Fund,,6,2024,,
69331C,3591338002,PG&E Corp,4022.04,New York,Electric Service,9055,4,2024,1.35,9.5
44967K,3591428002,IMAC Holdings Inc,2.646,Nasdaq,Healthcare,17.7,8,2024,7,1.5
759910,3591874002,Repro Med Systems Inc,25,Nasdaq,Manufacturing,351.2,2,2024,6,8
872590,3592184002,T-Mobile US Inc,14769.436,Nasdaq,Radio/TV/Telecom,143312.7,4,2024,1.5,103
02376R,3592219002,American Airlines Group Inc,1000.35,Nasdaq,Transportation,6859.5,4,2024,3.25,13.5
45790J,3592270022,Inpixon,150,Nasdaq,Pers/Bus/Rep Svc,150,7,2024,,
14843C,3592289002,Castle Biosciences Inc,74,Nasdaq,Pers/Bus/Rep Svc,721.6,8,2024,6,37
68269G,3592336002,1Life Healthcare Inc,257.3,Nasdaq,Healthcare,3909.2,8,2024,4,31
22978P,3592710022,Cue Biopharma Inc,40,Nasdaq,Manufacturing,40,2,2024,,
91325V,3592744022,Uniti Group Inc,250,Nasdaq,REIT,250,6,2024,,
829392,3592987002,Sintx Technologies Inc,5.55,Nasdaq,Manufacturing,23.2,3,2024,6,1.5
28106W,3593013002,Editas Medicine Inc,187.5,Nasdaq,Pers/Bus/Rep Svc,1941.6,8,2024,5.44,31.25
87184Q,3593026022,Syros Pharmaceuticals Inc,75,Nasdaq,Manufacturing,75,2,2024,,
69753M,3593042002,Palomar Holdings Inc,82,Nasdaq,Insurance,2069.7,6,2024,4.5,82
872381,3593061002,TELA Bio Inc,48,Nasdaq,Manufacturing,230.5,3,2024,6,16
834203,3593063002,Soleno Therapeutics Inc,50,Nasdaq,Pers/Bus/Rep Svc,131.2,8,2024,6,1.65
15117N,3593331002,Celsion Corp,10,Nasdaq,Manufacturing,119.7,2,2024,7,3.75
69924M,3593349002,Paramount Gold Nevada Corp,5,New York,Natural Resource,34.3,1,2024,,1.04
63016Q,3593519002,Nantkwest Inc,70.395,Nasdaq,Pers/Bus/Rep Svc,1016.7,8,2024,6,9.5
98422L,3593602002,Xeris Pharmaceuticals Inc,20.128,Nasdaq,Pers/Bus/Rep Svc,125.3,8,2024,6,2.72
09073N,3593613002,BioSig Technologies Inc,17.5,Nasdaq,Manufacturing,232.7,3,2024,7.5,8
55910K,3593730002,Magenta Therapeutics Inc,60,Nasdaq,Pers/Bus/Rep Svc,385.7,8,2024,6,8
89374L,3593891002,Translate Bio Inc,275.15,Nasdaq,Pers/Bus/Rep Svc,1445.8,8,2024,6,22
872590,3594304002,T-Mobile US Inc,2034.25,Nasdaq,Radio/TV/Telecom,129480.2,4,2024,,103
299734,3594677002,Evelo Biosciences Inc,45,Nasdaq,Manufacturing,173,2,2024,6,3.75
531229,3594678022,Liberty Media Corp,750.113,Nasdaq,Radio/TV/Telecom,6652.1,4,2024,,
00856G,3594910022,AgroFresh Solutions Inc,30,Nasdaq,Manufacturing,30,2,2024,,
834251,3594918002,Soliton Inc,35,Nasdaq,Manufacturing,175.9,3,2024,7,8.3
35180X,3594922002,Franchise Group Inc,97.65,Nasdaq,Other Finance,929.8,6,2024,5.5,23.25
258623,3595146022,Doubleline Opp Cr Fnd,1,New York,Investment Fund,1,6,2024,,
89421B,3595700002,Travelcenters of America Inc,85.4,Nasdaq,Retail,202,5,2024,6,14
53635D,3595715002,Liquidia Corp,75,Nasdaq,Pers/Bus/Rep Svc,301.9,8,2024,6,8
45781V,3595720002,Innovative Industrial Ppty Inc,225,New York,REIT,1819.6,6,2024,4,83.85
00434H,3595736002,Acceleron Pharma Inc,450,Nasdaq,Pers/Bus/Rep Svc,5468.1,8,2024,4.75,92.5
829392,3596029002,Sintx Technologies Inc,4.128,Nasdaq,Manufacturing,33.3,3,2024,6,1.72
16706W,3596410002,Chiasma Inc,50,Nasdaq,Manufacturing,229.6,2,2024,6,4
24869P,3596416002,Denny's Corp,73.2,Nasdaq,Restaurant/Hotel,582.9,5,2024,4.5,9.15
902104,3596441002,II-VI Inc,399.996,Nasdaq,Manufacturing,4380.6,3,2024,4.5,43
86745K,3596643002,Sunnova Energy Intl Inc,100.269,New York,Electric Service,1399.5,4,2024,4.5,16.5
039587,3596647002,Arcimoto Inc,8.5,Nasdaq,Manufacturing,145.9,3,2024,6,5
09062W,3596856002,BioLife Solutions Inc,75.038,Nasdaq,Manufacturing,463,3,2024,6,14.5
29413Q,3596857002,Envision Solar International,10,Nasdaq,Manufacturing,53.5,3,2024,7,8.25
64049K,3596867002,Neoleukin Therapeutics Inc,49.753,Nasdaq,Pers/Bus/Rep Svc,635.1,8,2024,6,15.25
19188J,3597142022,Cocrystal Pharma Inc,10,Nasdaq,Pers/Bus/Rep Svc,10,8,2024,,
73102V,3597467022,Polar Power Inc,2.813,Nasdaq,Manufacturing,25.6,3,2024,,
60468T,3597544022,Mirati Therapeutics Inc,200,Nasdaq,Pers/Bus/Rep Svc,200,8,2024,,
92764N,3597985002,Vir Biotechnology Inc,300,Nasdaq,Manufacturing,5229.6,2,2024,6,42
00973Y,3597994002,Akero Therapeutics Inc,188.214,Nasdaq,Manufacturing,1248.6,2,2024,6,36
282559,3598180002,89bio Inc,72.864,Nasdaq,Manufacturing,463.4,2,2024,6,27.5
015271,3598342002,Alexandria RE Equities Inc,963,New York,REIT,21348.8,6,2024,4,160.5
72341T,3598365002,Ping Identity Holding Corp,287.295,New York,Pers/Bus/Rep Svc,2574.2,7,2024,4.25,32
88032L,3598656002,Tenax Therapeutics Inc,2.594,Nasdaq,Pers/Bus/Rep Svc,13,8,2024,7.501,1.028
76155X,3598660002,Revolution Medicines Inc,156,Nasdaq,Pers/Bus/Rep Svc,1690.1,8,2024,6,26
42226A,3599469002,HealthEquity Inc,257.6,Nasdaq,Pers/Bus/Rep Svc,4255.9,7,2024,3,56
68906L,3599792002,Otonomy Inc,47.125,Nasdaq,Pers/Bus/Rep Svc,160.3,8,2024,6.25,3.25
90041L,3599808002,Turning Point Brands Inc,47,New York,Manufacturing,457.5,2,2024,4.5,23.5
03828A,3599828022,Applied Therapeutics Inc,100,Nasdaq,Pers/Bus/Rep Svc,100,8,2024,,
09060C,3600858002,BIO-key International Inc,18.935,Nasdaq,Pers/Bus/Rep Svc,33.4,7,2024,8,0.65
02155H,3601763002,Altimmune Inc,77.5,Nasdaq,Pers/Bus/Rep Svc,736.1,8,2024,6,23
98986M,3602625002,Zynex Inc,27.5,Nasdaq,Manufacturing,729.9,3,2024,7,22
00650F,3602642002,Adaptive Biotechnologies Corp,320,Nasdaq,Pers/Bus/Rep Svc,5352.9,8,2024,5.5,40
890260,3602729002,Tonix Pharms Hldg Corp,10.47,Nasdaq,Manufacturing,62.9,2,2024,7,0.5
29446K,3602737022,Equillium Inc,150,Nasdaq,Pers/Bus/Rep Svc,150,8,2024,,
09057N,3602741022,Bio-Path Holdings Inc,7,Nasdaq,Pers/Bus/Rep Svc,7,8,2024,,
45168K,3603232022,Idera Pharmaceuticals Inc,20,Nasdaq,Manufacturing,20,2,2024,,
14067D,3603246022,Capstone Turbine Corp,2.781,Nasdaq,Manufacturing,2.8,3,2024,,
45782T,3603254002,INmune Bio Inc,21.739,Nasdaq,Pers/Bus/Rep Svc,134.3,8,2024,6,10
23282W,3603342002,Cytokinetics Inc,175,Nasdaq,Pers/Bus/Rep Svc,1628.3,8,2024,6,24
98986M,3604304002,Zynex Inc,27.5,Nasdaq,Manufacturing,757.4,3,2024,7,22
829392,3604627002,Sintx Technologies Inc,3,Nasdaq,Manufacturing,41.9,3,2024,6,2
69012T,3604630002,Outlook Therapeutics Inc,1,Nasdaq,Pers/Bus/Rep Svc,154.5,8,2024,,1.215
60855D,3610202022,Moleculin Biotech Inc,15,Nasdaq,Pers/Bus/Rep Svc,15,8,2024,,
89102U,3610398022,Torchlight Energy Resources,7,Nasdaq,Natural Resource,7,1,2024,,
62818Q,3611289022,Mustang Bio Inc,50.605,Nasdaq,Pers/Bus/Rep Svc,50.6,8,2024,,
68404L,3611464002,Option Care Health Inc,225,Nasdaq,Healthcare,2367.6,8,2024,4,12.5
422347,3611644002,Heartland Express Inc,66.848,Nasdaq,Transportation,1668.1,4,2024,2.341,20.5
14757U,3611739002,CASI Pharmaceuticals Inc,38,Nasdaq,Manufacturing,229.7,2,2024,5.447,1.9
372427,3612182022,Genocea Biosciences Inc,79.822,Nasdaq,Manufacturing,191.6,2,2024,,
848577,3612331022,Spirit Airlines Inc,149.85,Nasdaq,Transportation,1626.2,4,2024,,
46122W,3612338002,Inuvo Inc,10,Nasdaq,Pers/Bus/Rep Svc,48.6,7,2024,,0.5
87968A,3612559002,Tellurian Inc,35,Nasdaq,Natural Resource,322.5,1,2024,6,1
654405,3612621022,9 Meters Biopharma Inc,40,Nasdaq,Manufacturing,40,2,2024,,
00211Y,3612642022,ARCA Biopharma Inc,54,Nasdaq,Manufacturing,54,2,2024,,
609011,3613490002,Monaker Group Inc,2,Nasdaq,Pers/Bus/Rep Svc,28.5,7,2024,7,2
02083G,3613780022,Alpine Immune Sciences Inc,60,Nasdaq,Manufacturing,60,2,2024,,
09075P,3613981002,BioXcel Therapeutics Inc,200,Nasdaq,Pers/Bus/Rep Svc,1209.1,8,2024,6,50
87808K,3614000002,TCR2 Therapeutics Inc,124,Nasdaq,Pers/Bus/Rep Svc,515.8,8,2024,6,15.5
42237K,3614014022,Heat Biologics Inc,100,Nasdaq,Manufacturing,100,2,2024,,
82452L,3614242002,ShiftPixy Inc,12,Nasdaq,Pers/Bus/Rep Svc,63.3,7,2024,7,3
018119,3614335002,Allena Pharmaceuticals Inc,6.663,Nasdaq,Pers/Bus/Rep Svc,38.8,8,2024,7.5,1.3
98943L,3614337002,Zentalis Pharmaceuticals Inc,144.375,Nasdaq,Manufacturing,1421.8,2,2024,6,35
03969T,3614432002,Arcturus Therapeutics Hldg,173,Nasdaq,Pers/Bus/Rep Svc,1265.3,8,2024,6,53
867328,3614800002,Sunesis Pharmaceuticals Inc,12,Nasdaq,Manufacturing,37.6,2,2024,6,0.23
13100M,3614842002,Calix Inc,56,New York,Radio/TV/Telecom,1227.3,4,2024,6,20
84763A,3614964002,Spectrum Pharmaceuticals Inc,65,Nasdaq,Manufacturing,419.1,2,2024,6,3
88025T,3615344002,Tenable Holdings Inc,255.6,Nasdaq,Pers/Bus/Rep Svc,3231,7,2024,3.249,31.95
79400X,3615346002,Salarius Pharmaceuticals Inc,5.353,Nasdaq,Manufacturing,21.7,2,2024,8,1.2
09627Y,3616398022,Blueprint Medicines Corp,250,Nasdaq,Manufacturing,250,2,2024,,
268150,3616462002,Dynatrace Inc,1027.5,New York,Pers/Bus/Rep Svc,11551.4,7,2024,0.487,41.1
81642T,3616487022,SELLAS Life Sciences Group Inc,9.152,Nasdaq,Manufacturing,31.6,2,2024,,
82982L,3616708002,SiteOne Landscape Supply Inc,264.45,New York,Retail,5431.2,5,2024,0.813,123
21870Q,3616730002,CoreSite Realty Corp,29.635,New York,Real Estate,5476.1,6,2024,0.155,128.75
127537,3616747022,Cadiz Inc,30,Nasdaq,Agriculture,30,0,2024,,
053734,3616774002,Avinger Inc,6,Nasdaq,Manufacturing,27.5,3,2024,7,0.38
92337F,3616824002,Veracyte Inc,180,Nasdaq,Healthcare,1693.4,8,2024,6,30
74754R,3617003002,Qualigen Therapeutics Inc,7.379,Nasdaq,Pers/Bus/Rep Svc,118,8,2024,3.5,5.73
49714P,3617016002,Kinsale Capital Group Inc,51.3,Nasdaq,Insurance,4289,6,2024,3.75,190
4525EP,3617043002,Immunic Inc,90,Nasdaq,Manufacturing,372.9,2,2024,6,18
92766K,3617086002,Virgin Galactic Holdings Inc,460.2,New York,Transportation,4563.1,4,2024,4,19.5
921131,3617494022,Black Hills Corp,400,New York,Electric Service,400,4,2024,,
829214,3617499002,Simulations Plus Inc,100,Nasdaq,Pers/Bus/Rep Svc,1093.4,7,2024,5.45,55
05338G,3617511002,Avalara Inc,500,New York,Pers/Bus/Rep Svc,10676.5,7,2024,3.25,127
24344T,3617527022,Deciphera Pharmaceuticals Inc,200,Nasdaq,Manufacturing,200,2,2024,,
637417,3617547022,National Retail Properties Inc,609.7,New York,REIT,6651.2,6,2024,,
74838W,3617604002,Quest Resource Holding Corp,3.393,Nasdaq,Pers/Bus/Rep Svc,21.1,8,2024,6,1.15
766559,3617636022,Rigel Pharmaceuticals Inc,65,Nasdaq,Manufacturing,65,2,2024,,
829392,3617904002,Sintx Technologies Inc,8.196,Nasdaq,Manufacturing,54.8,3,2024,6,2.4
86272C,3617924002,Strategic Education Inc,199.5,Nasdaq,Other Services,2562.8,8,2024,4,105
04280A,3617958022,Arrowhead Pharmaceuticals Inc,250,Nasdaq,Manufacturing,250,2,2024,,
90214J,3617968002,2U Inc,309.4,Nasdaq,Pers/Bus/Rep Svc,3239.8,7,2024,2.93,45.5
359664,3618197022,Fulgent Genetics Inc,44.92,Nasdaq,Healthcare,44.9,8,2024,,
000899,3618247022,ADMA Biologics Inc,50,Nasdaq,Manufacturing,50,2,2024,,
143658,3618690002,Carnival Corp,1390.587,New York,Transportation,9811.4,4,2024,0.285,14.02
30057T,3618708002,Evoqua Water Technologies Corp,170,New York,Manufacturing,2490.5,3,2024,1.882,21.25
74766Q,3618758002,Quanterix Corp,84.835,Nasdaq,Manufacturing,1005.8,3,2024,6,32
20717E,3618808022,ConforMIS Inc,25,Nasdaq,Manufacturing,25,3,2024,,
88554D,3618924022,3D Systems Corp,150,New York,Pers/Bus/Rep Svc,150,7,2024,,
03842K,3619234002,AquaBounty Technologies Inc,27.5,Nasdaq,Agriculture,111.9,0,2024,4.76,2.5
691543,3619540022,Oxford Lane Capital Corp,500,Nasdaq,Investment Fund,500,6,2024,,
90041T,3619840022,Turning Point Therapeutics,250,Nasdaq,Pers/Bus/Rep Svc,250,8,2024,,
337930,3619977002,Flagstar Bancorp Inc,181.8,New York,S&L/Thrift,1725.4,6,2024,0.825,30.3
64051M,3620045022,Neonode Inc,10.477,Nasdaq,Manufacturing,70.1,3,2024,,
682143,3620072002,Omeros Corp,100.05,Nasdaq,Manufacturing,890.5,2,2024,6,14.5
29670G,3620195002,Essential Utilities Inc,310.88,New York,Water Supply,11686.1,4,2024,0.862,46.4
038923,3620216022,Arbor Realty Trust Inc,,New York,REIT,,6,2024,,
80810D,3620226002,Schrodinger Inc,330,Nasdaq,Healthcare,3655.7,8,2024,6,66
91544A,3620231002,Upland Software Inc,119,Nasdaq,Pers/Bus/Rep Svc,999.4,7,2024,4.75,34
825690,3620376002,Shutterstock Inc,125.13,New York,Leisure,1763.7,7,2024,4.5,48.5
346232,3620384022,Forestar Group Inc,100,New York,Real Estate,100,6,2024,,
71535D,3620570002,Personalis Inc,125,Nasdaq,Pers/Bus/Rep Svc,749.3,8,2024,6,19
72919P,3620619002,Plug Power Inc,314.419,Nasdaq,Manufacturing,4117.8,3,2024,4.595,10.25
74140Y,3620632022,Prevail Therapeutics Inc,75,Nasdaq,Manufacturing,75,2,2024,,
81750R,3620634002,Seres Therapeutics Inc,225.75,Nasdaq,Manufacturing,1899.2,2,2024,6,21.5
89532E,3620653002,Trevena Inc,50,Nasdaq,Manufacturing,342.6,2,2024,6,2.3
75629F,3620659022,Recro Pharma Inc,30,Nasdaq,Manufacturing,30,2,2024,,
14427M,3620714002,CarParts.com Inc,78,Nasdaq,Wholesale,615.2,5,2024,4.42,13
69404D,3620723002,Pacific Biosciences of CA Inc,86.852,Nasdaq,Manufacturing,789.7,3,2024,6,4.47
690370,3620743002,Overstock.com Inc,177.45,Nasdaq,Retail,3616.2,5,2024,5.25,84.5
69366J,3620835022,PTC Therapeutics Inc,94.1,Nasdaq,Manufacturing,94.1,2,2024,,
860372,3620876002,Stewart Information Services,100.001,New York,Insurance,1015.6,6,2024,4.75,38
450056,3620945002,iRhythm Technologies Inc,191.304,Nasdaq,Manufacturing,5008.7,3,2024,6,175
398433,3620977002,Griffon Corp,172,New York,Manufacturing,1217.5,3,2024,4.75,21.5
00773U,3620982002,Adverum Biotechnologies Inc,188.5,Nasdaq,Pers/Bus/Rep Svc,1265.1,8,2024,6,13
845467,3621264002,Southwestern Energy Co,137.5,New York,Natural Resource,1513.7,1,2024,3.5,2.5
03784Y,3621277022,Apple Hospitality REIT Inc,300,New York,REIT,300,6,2024,,
45166A,3621485022,Ideaya Biosciences Inc,50,Nasdaq,Pers/Bus/Rep Svc,50,8,2024,,
627333,3621563002,Muscle Maker Inc,5.6,Nasdaq,Restaurant/Hotel,19,5,2024,9,1.7
29446K,3621842002,Equillium Inc,35,Nasdaq,Pers/Bus/Rep Svc,173.1,8,2024,6,7
68404V,3621852002,Optinose Inc,35.1,Nasdaq,Manufacturing,304.2,2,2024,4.274,5.85
86745K,3621893002,Sunnova Energy Intl Inc,250,New York,Electric Service,2205.7,4,2024,3.5,25
76674Q,3621952002,Rimini Street Inc,27.45,Nasdaq,Pers/Bus/Rep Svc,335.8,7,2024,6.5,4.5
69423U,3621971022,Pacific Ethanol Inc,30,Nasdaq,Manufacturing,30,2,2024,,
76118L,3622359022,Resonant Inc,25,Nasdaq,Manufacturing,25,3,2024,,
68234L,3622393002,OncoSec Medical Inc,14.978,Nasdaq,Pers/Bus/Rep Svc,89,8,2024,8,3.25
08205P,3622498002,Benitec Biopharma Inc,8.267,Nasdaq,Manufacturing,13.2,2,2024,8,3.1
37954A,3622882022,Global Medical REIT Inc,750,New York,REIT,750,6,2024,,
49271V,3622925002,Keurig Dr Pepper Inc,1311.75,New York,Manufacturing,41006.7,2,2024,0.515,29.15
67577C,3622963022,Ocugen Inc,30,Nasdaq,Manufacturing,30,3,2024,,
008875,3622971022,Aikido Pharma Inc,21.6,Nasdaq,Pers/Bus/Rep Svc,21.6,8,2024,,
15643U,3622976002,Centrus Energy Corp,23.5,New York,Manufacturing,111.3,2,2024,6,10
128030,3622998002,Cal-Maine Foods Inc,234,Nasdaq,Agriculture,1704.3,0,2024,4.25,39
30234E,3623166002,Eyenovia Inc,12,Nasdaq,Manufacturing,87.7,2,2024,7,3.6
337738,3623246002,Fiserv Inc,500,Nasdaq,Pers/Bus/Rep Svc,66965,7,2024,2,100
165303,3623417022,Chesapeake Utilities Corp,75,New York,Gas Distribution,75,4,2024,,
729640,3623429002,Plymouth Industrial REIT Inc,96.375,New York,REIT,317,6,2024,5.253,12.85
78573M,3623449002,Sabre Corp,250,Nasdaq,Pers/Bus/Rep Svc,2218.8,7,2024,4.25,7
10807Q,3623805022,Bridgeline Digital Inc,4.796,Nasdaq,Pers/Bus/Rep Svc,4.8,7,2024,,
13089P,3623926022,Calithera Biosciences Inc,75,Nasdaq,Manufacturing,75,2,2024,,
05352A,3624048002,Avantor Inc,555.556,New York,Manufacturing,11526.9,3,2024,2.468,20
984017,3624076022,Xenia Hotels & Resorts Inc,200,New York,REIT,200,6,2024,,
74640Y,3624434022,Purple Innovation Inc,67.105,Nasdaq,Wholesale,1149.7,5,2024,,
053734,3624512002,Avinger Inc,5.2,Nasdaq,Manufacturing,39.3,3,2024,7,0.47
185064,3624599002,Clearsign Technologies Corp,4.5,Nasdaq,Manufacturing,58.6,3,2024,6,2
374396,3624602002,Gevo Inc,28.508,Nasdaq,Manufacturing,98.4,2,2024,7,1.3
86804F,3625267002,Super League Gaming Inc,8.4,Nasdaq,Pers/Bus/Rep Svc,27.8,7,2024,7,1.85
591018,3625345002,Yield10 Bioscience Inc,3.549,Nasdaq,Pers/Bus/Rep Svc,12,8,2024,7,4.25
63008J,3625928002,NanoVibronix Inc,3.25,Nasdaq,Manufacturing,7.1,3,2024,7.5,0.75
05352A,3625953002,Avantor Inc,555.556,New York,Manufacturing,11526.9,3,2024,2.468,20
608189,3626247002,Mohawk Group Holdings Inc,23.5,Nasdaq,Wholesale,147.8,5,2024,8,7
690469,3626266002,Ovid Therapeutics Inc,50,Nasdaq,Manufacturing,506.7,2,2024,6,8
15677J,3626319002,Ceridian HCM Holding Inc,561.437,New York,Pers/Bus/Rep Svc,10732.2,7,2024,0.784,72.75
452465,3626430002,iMedia Brands Inc,15,Nasdaq,Pers/Bus/Rep Svc,78.4,7,2024,6.4,6.25
19188J,3627039002,Cocrystal Pharma Inc,15,Nasdaq,Pers/Bus/Rep Svc,69.7,8,2024,7.505,1.05
676079,3627065002,Odonate Therapeutics Inc,80,Nasdaq,Pers/Bus/Rep Svc,549.6,8,2024,6,14.25
09075F,3627411022,Bionano Genomics Inc,40,Nasdaq,Manufacturing,40,3,2024,,
92911N,3628006002,XpresSpa Group Inc,32.783,Nasdaq,Pers/Bus/Rep Svc,214.1,7,2024,7.502,3.15
62014P,3628159002,Motus Gi Holdings Inc,10,Nasdaq,Manufacturing,43,3,2024,6.987,1.145
834223,3628182022,Soligenix Inc,20,Nasdaq,Manufacturing,20,2,2024,,
45258J,3628706002,Immunovant Inc,173.913,Nasdaq,Manufacturing,2899.8,2,2024,6,33
88160R,3628867022,Tesla Inc,5000,Nasdaq,Manufacturing,5000,3,2024,,
090931,3629071022,BioSpecifics Technologies Corp,75,Nasdaq,Manufacturing,75,2,2024,,
98979H,3629201002,Zosano Pharma Corp,20.798,Nasdaq,Pers/Bus/Rep Svc,95.5,8,2024,0.077,1.305
98979H,3629227002,Zosano Pharma Corp,25.978,Nasdaq,Pers/Bus/Rep Svc,119.3,8,2024,,1.63
04965B,3629492022,Atomera Inc,25,Nasdaq,Manufacturing,25,3,2024,,
461730,3630134022,Investors Real Estate Trust,70,New York,REIT,70,6,2024,,
81577F,3630779022,Seelos Therapeutics Inc,7.003,Nasdaq,Pers/Bus/Rep Svc,42.1,8,2024,,
68373L,3630789022,OpGen Inc,22.1,Nasdaq,Healthcare,22.1,8,2024,,
961684,3631398022,Westwater Resources Inc,4,Nasdaq,Natural Resource,4,1,2024,,
90238J,3631517022,"Tyme Technologies, Inc",22.156,Nasdaq,Manufacturing,22.2,2,2024,,
92918V,3632110002,Vroom Inc,588.6,Nasdaq,Pers/Bus/Rep Svc,7092.4,7,2024,3.25,54.5
01345P,3632118002,Albireo Pharma Inc,160,Nasdaq,Pers/Bus/Rep Svc,759.6,8,2024,6,40
04685N,3632403002,Athenex Inc,110,Nasdaq,Manufacturing,1008.6,2,2024,6,11
632307,3632611002,Natera Inc,250,Nasdaq,Healthcare,5033,8,2024,5.75,60
46116X,3632657002,Intra-Cellular Therapies Inc,350,Nasdaq,Manufacturing,2353.3,2,2024,5.75,30
45866F,3632793002,Intercontinental Exchange Inc,919.893,New York,Investment Bank,56237.1,6,2024,0.507,100.2
046484,3633230002,Astrotech Corp,18,Nasdaq,Manufacturing,36,3,2024,7,2.3
84833T,3633357002,Spero Therapeutics Inc,47.85,Nasdaq,Manufacturing,258,2,2024,6,10
754907,3633809022,Rayonier Inc,300,New York,REIT,300,6,2024,,
18506U,3634452002,ClearOne Inc,5.274,Nasdaq,Manufacturing,46.8,3,2024,6,2.493
34690W,3634469002,Forterra Inc,135,Nasdaq,Manufacturing,883.5,3,2024,5,13.5
69355F,3634616002,PPD Inc,1225.5,Nasdaq,Pers/Bus/Rep Svc,11241.9,8,2024,3,32.25
143658,3634834022,Carnival Corp,1000,New York,Transportation,1000,4,2024,,
87166B,3635038002,Syneos Health Inc,418.25,Nasdaq,Pers/Bus/Rep Svc,6242.4,8,2024,0.82,59.75
00090Q,3635044002,ADT Inc,435,New York,Pers/Bus/Rep Svc,7609.8,7,2024,4,10
282559,3635364002,89bio Inc,92.4,Nasdaq,Manufacturing,471.2,2,2024,6,28
336433,3635822002,First Solar Inc,605.435,Nasdaq,Manufacturing,7417.7,3,2024,0.714,70
162828,3636265002,Checkpoint Therapeutics Inc,20,Nasdaq,Pers/Bus/Rep Svc,182.3,8,2024,6,2.8
29670E,3636361002,Essential Properties Realty,167.2,New York,REIT,1987.6,6,2024,4,19
00547W,3636739002,Adamis Pharmaceuticals Corp,10,Nasdaq,Manufacturing,55.8,2,2024,6,0.62
74365U,3638098002,Protara Therapeutics Inc,77.602,Nasdaq,Manufacturing,176.2,2,2024,4.25,16.87
007002,3638129022,Adicet Bio Inc,,Nasdaq,Pers/Bus/Rep Svc,111.4,8,2024,,
63008J,3638822002,NanoVibronix Inc,1.795,Nasdaq,Manufacturing,12.4,3,2024,7.5,1
637870,3638926002,National Storage Affiliates,149.175,New York,REIT,2455.7,6,2024,0.959,33.15
917313,3639076002,Usio Inc,8,Nasdaq,Other Finance,41.9,6,2024,7.25,1.7
74345W,3639647022,ProPhase Labs Inc,11.343,Nasdaq,Manufacturing,11.3,2,2024,,
774374,3639653002,Rockwell Medical Inc,32.946,Nasdaq,Manufacturing,138.9,2,2024,6,1.51
888314,3640161002,Titan Pharmaceuticals Inc,2.722,Nasdaq,Manufacturing,16.3,2,2024,6,0.14
707569,3640172002,Penn National Gaming Inc,854,Nasdaq,Leisure,9464.8,7,2024,2.5,61
45253H,3641434022,ImmunoGen Inc,0.1,Nasdaq,Pers/Bus/Rep Svc,0.1,8,2024,,
359664,3641625022,Fulgent Genetics Inc,125,Nasdaq,Healthcare,125,8,2024,,
127687,3642071002,Caesars Entertainment Inc,1736,Nasdaq,Restaurant/Hotel,11428.3,7,2024,1.5,56
07373V,3642441002,Beam Therapeutics Inc,117.5,Nasdaq,Manufacturing,1346,2,2024,6,23.5
897238,3643040002,Cardiff Oncology Inc,87.75,Nasdaq,Manufacturing,420.5,2,2024,6.5,13.5
35952H,3643074002,FuelCell Energy Inc,91.35,Nasdaq,Manufacturing,607.7,3,2024,6,2.1
690732,3643200002,Owens & Minor Inc,173.738,New York,Wholesale,1480.9,5,2024,4.75,20.5
536797,3643266002,Lithia Motors Inc,700,New York,Retail,5830.5,5,2024,3.4,220
03969K,3643413002,Arcutis Biotherapeutics Inc,100,Nasdaq,Manufacturing,1042.3,2,2024,6,25
698884,3643433002,PAR Technology Corp,127.3,New York,Manufacturing,830.7,3,2024,4,38
866674,3643481002,Sun Communities Inc,1116,New York,REIT,14993.4,6,2024,4,139.5
46005L,3643539002,Intl Money Express Inc,66.488,Nasdaq,Pers/Bus/Rep Svc,513.8,7,2024,5.5,13.5
